idDeputado;nome;sgUF;sgPartido;idLegislatura;situacao;condicaoEleitoral;produtividade_legislativa;gasto_ceap_ajustado;pct_andamento;pct_fracasso;pct_sucesso;temas_destaque;quadrante;ranking
220563;Icaro de Valmir;SE;PL;57;Exercício;Titular;140.9;720528.13;0.4648318042813456;0.5321100917431193;0.0030581039755351682;Processo Legislativo e Atuação Parlamentar, Finanças Públicas e Orçamento e Direitos Humanos e Minorias;Alta produtividade e baixo custo;65
220650;Paulo Alexandre Barbosa;SP;PSDB;57;Exercício;Titular;110.4;489542.25;0.4555984555984556;0.5444015444015444;0.0;Direitos Humanos e Minorias, Administração Pública e Viação, Transporte e Mobilidade;Alta produtividade e baixo custo;65
220659;Dayany Bittencourt;CE;UNIÃO;57;Exercício;Titular;300.40000000000003;886433.85;0.6950354609929078;0.30319148936170215;0.0017730496453900709;Direitos Humanos e Minorias, Direito Penal e Processual Penal e Administração Pública;Alta produtividade e alto custo;66
214694;Jorge Goetten;SC;REPUBLICANOS;57;Exercício;Titular;143.1;742700.15;0.5674846625766872;0.42024539877300615;0.012269938650306749;Finanças Públicas e Orçamento, Direitos Humanos e Minorias e Administração Pública;Alta produtividade e baixo custo;66
160642;Pastor Eurico;PE;PL;57;Exercício;Titular;138.9;725517.71;0.6262295081967213;0.36721311475409835;0.006557377049180328;Direitos Humanos e Minorias, Defesa e Segurança e Administração Pública;Alta produtividade e baixo custo;67
160598;Flávia Morais;GO;PDT;57;Exercício;Titular;357.3;903339.04;0.5886524822695035;0.40543735224586286;0.00591016548463357;Saúde, Administração Pública e Direitos Humanos e Minorias;Alta produtividade e alto custo;68
160629;Romero Rodrigues;PB;PODE;57;Exercício;Titular;191.0;842516.07;0.657074340527578;0.3333333333333333;0.009592326139088728;Direitos Humanos e Minorias, Direito e Defesa do Consumidor e Saúde;Alta produtividade e baixo custo;68
220635;Bruno Ganem;SP;PODE;57;Exercício;Titular;132.2;703912.13;0.8278688524590164;0.1721311475409836;0.0;Saúde, Meio Ambiente e Desenvolvimento Sustentável e Direitos Humanos e Minorias;Alta produtividade e baixo custo;69
204404;Lucas Redecker;RS;PSDB;57;Exercício;Titular;118.7;634295.55;0.45318352059925093;0.5393258426966292;0.00749063670411985;Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável e Administração Pública;Alta produtividade e baixo custo;69
141450;Hugo Leal;RJ;PSD;57;Exercício;Titular;92.60000000000001;221735.91;0.625;0.37;0.005;Administração Pública, Finanças Públicas e Orçamento e Energia, Recursos Hídricos e Minerais;Baixa produtividade e baixo custo;69
220695;Rogéria Santos;BA;REPUBLICANOS;57;Exercício;Titular;331.7;904665.98;0.7444876783398184;0.2529182879377432;0.0025940337224383916;Direitos Humanos e Minorias, Saúde e Administração Pública;Alta produtividade e alto custo;70
220655;Mario Frias;SP;PL;57;Exercício;Titular;223.6;874868.52;0.8108108108108109;0.18468468468468469;0.0045045045045045045;Administração Pública, Defesa e Segurança e Direitos Humanos e Minorias;Alta produtividade e alto custo;71
220667;Pedro Campos;PE;PSB;57;Exercício;Titular;145.8;769358.69;0.695364238410596;0.28807947019867547;0.016556291390728478;Direitos Humanos e Minorias, Finanças Públicas e Orçamento e Meio Ambiente e Desenvolvimento Sustentável;Alta produtividade e baixo custo;72
178857;Jorge Solla;BA;PT;57;Exercício;Titular;199.20000000000002;853912.94;0.692;0.308;0.0;Finanças Públicas e Orçamento, Administração Pública e Saúde;Alta produtividade e baixo custo;72
74158;Mário Heringer;MG;PDT;57;Exercício;Titular;101.3;486878.86;0.6115702479338843;0.3884297520661157;0.0;Direitos Humanos e Minorias, Processo Legislativo e Atuação Parlamentar e Defesa e Segurança;Baixa produtividade e baixo custo;73
220616;Luciano Vieira;RJ;REPUBLICANOS;57;Exercício;Titular;120.2;682938.55;0.325;0.6714285714285714;0.0035714285714285713;Processo Legislativo e Atuação Parlamentar, Finanças Públicas e Orçamento e Saúde;Alta produtividade e baixo custo;74
204436;Isnaldo Bulhões Jr.;AL;MDB;57;Exercício;Titular;95.80000000000001;372978.83;0.9113149847094801;0.07339449541284404;0.01529051987767584;Administração Pública, Processo Legislativo e Atuação Parlamentar e Política, Partidos e Eleições;Baixa produtividade e baixo custo;75
220547;Marcos Pollon;MS;PL;57;Exercício;Titular;412.2;924591.65;0.7515842839036755;0.2458808618504436;0.0025348542458808617;Administração Pública, Defesa e Segurança e Finanças Públicas e Orçamento;Alta produtividade e alto custo;76
178896;Newton Cardoso Jr;MG;MDB;57;Exercício;Titular;102.60000000000001;543187.86;0.3670886075949367;0.6244725738396625;0.008438818565400843;Finanças Públicas e Orçamento, Processo Legislativo e Atuação Parlamentar e Administração Pública;Baixa produtividade e baixo custo;77
220706;Padovani;PR;UNIÃO;57;Exercício;Titular;129.4;740546.34;0.689922480620155;0.3062015503875969;0.003875968992248062;Finanças Públicas e Orçamento, Direitos Humanos e Minorias e Processo Legislativo e Atuação Parlamentar;Alta produtividade e baixo custo;78
73579;Alberto Fraga;DF;PL;57;Exercício;Titular;357.5;923000.6;0.665144596651446;0.3257229832572298;0.0091324200913242;Defesa e Segurança, Administração Pública e Direitos Humanos e Minorias;Alta produtividade e alto custo;79
204497;Júnior Ferrari;PA;PSD;57;Exercício;Titular;109.0;622119.95;0.4698275862068966;0.5258620689655172;0.004310344827586207;Direitos Humanos e Minorias, Finanças Públicas e Orçamento e Processo Legislativo e Atuação Parlamentar;Baixa produtividade e baixo custo;80
204511;David Soares;SP;UNIÃO;57;Exercício;Titular;141.4;780013.22;0.6183745583038869;0.37809187279151946;0.0035335689045936395;Direitos Humanos e Minorias, Processo Legislativo e Atuação Parlamentar e Saúde;Alta produtividade e baixo custo;80
73531;Ivan Valente;SP;PSOL;57;Exercício;Suplente;110.7;628832.5;0.7304347826086957;0.26956521739130435;0.0;Direitos Humanos e Minorias, Finanças Públicas e Orçamento e Saúde;Alta produtividade e baixo custo;81
220611;General Pazuello;RJ;PL;57;Exercício;Titular;137.0;769849.26;0.5587188612099644;0.4377224199288256;0.0035587188612099642;Defesa e Segurança, Direito Penal e Processual Penal e Processo Legislativo e Atuação Parlamentar;Alta produtividade e baixo custo;82
204476;Chiquinho Brazão;RJ;S.PART.;57;Exercício;Titular;85.2;336887.87;0.32038834951456313;0.6796116504854369;0.0;Trabalho e Emprego, Processo Legislativo e Atuação Parlamentar e Administração Pública;Baixa produtividade e baixo custo;83
204550;Júnior Mano;CE;PSB;57;Exercício;Titular;166.0;844282.85;0.5404624277456648;0.4595375722543353;0.0;Direitos Humanos e Minorias, Finanças Públicas e Orçamento e Administração Pública;Alta produtividade e baixo custo;84
150418;Márcio Marinho;BA;REPUBLICANOS;57;Exercício;Titular;161.1;841701.11;0.46633416458852867;0.5311720698254364;0.0024937655860349127;Processo Legislativo e Atuação Parlamentar, Direitos Humanos e Minorias e Finanças Públicas e Orçamento;Alta produtividade e baixo custo;85
204507;Carla Zambelli;SP;PL;57;Exercício;Titular;159.1;837722.71;0.6612903225806451;0.33548387096774196;0.0032258064516129032;Defesa e Segurança, Direitos Humanos e Minorias e Saúde;Alta produtividade e baixo custo;85
160640;Eros Biondini;MG;PL;57;Exercício;Titular;100.5;612713.14;0.5;0.5;0.0;Direitos Humanos e Minorias, Defesa e Segurança e Administração Pública;Baixa produtividade e baixo custo;86
220595;Coronel Fernanda;MT;PL;57;Exercício;Titular;219.9;908713.75;0.6485355648535565;0.3472803347280335;0.0041841004184100415;Direitos Humanos e Minorias, Administração Pública e Defesa e Segurança;Alta produtividade e alto custo;86
74253;Julio Lopes;RJ;PP;57;Exercício;Titular;197.6;894102.85;0.5705263157894737;0.42736842105263156;0.002105263157894737;Energia, Recursos Hídricos e Minerais, Administração Pública e Finanças Públicas e Orçamento;Alta produtividade e alto custo;87
204410;Luisa Canziani;PR;PSD;57;Exercício;Titular;150.3;835279.34;0.5349544072948328;0.46200607902735563;0.00303951367781155;Finanças Públicas e Orçamento, Direitos Humanos e Minorias e Educação;Alta produtividade e baixo custo;88
220687;Márcio Honaiser;MA;PDT;57;Exercício;Titular;133.8;791202.02;0.4371069182389937;0.559748427672956;0.0031446540880503146;Finanças Públicas e Orçamento, Direitos Humanos e Minorias e Processo Legislativo e Atuação Parlamentar;Alta produtividade e baixo custo;89
